gt_category_id,gt_category_name,pred_category_id,pred_category_name,top_k,iou_threshold,gt_count,loc_matched_count,pair_count,pair_fraction_of_gt,pair_fraction_of_loc_matched,mean_iou,mean_score,is_correct_category
7,n01674464,7,n01674464,100,0.5,4,4,2,0.5,0.5,0.9365571739168776,0.3911297023296356,True
46,n02484322,46,n02484322,100,0.5,11,11,2,0.18181818181818182,0.18181818181818182,0.8782300852006435,0.3978545367717743,True
24,n02131653,24,n02131653,100,0.5,1,1,1,1.0,1.0,0.950100372750669,0.6689004302024841,True
28,n02268443,28,n02268443,100,0.5,1,1,1,1.0,1.0,0.9547510540392118,0.30452290177345276,True
65,n02870880,65,n02870880,100,0.5,1,1,1,1.0,1.0,0.6660623455313956,0.13837261497974396,True
88,n03196217,88,n03196217,100,0.5,1,1,1,1.0,1.0,0.9827358688971709,0.2750095725059509,True
160,n04356056,160,n04356056,100,0.5,6,1,1,0.16666666666666666,1.0,0.6107492239930062,0.10600900650024414,True
21,n02121808,21,n02121808,100,0.5,2,2,1,0.5,0.5,0.9445340462195828,0.47511202096939087,True
40,n02411705,40,n02411705,100,0.5,2,2,1,0.5,0.5,0.8468491601354543,0.1339491307735443,True
157,n04330267,157,n04330267,100,0.5,3,2,1,0.3333333333333333,0.5,0.783804308953012,0.08832944184541702,True
173,n04540053,173,n04540053,100,0.5,2,2,1,0.5,0.5,0.7677464713274298,0.3784283697605133,True
6,n01662784,6,n01662784,100,0.5,5,3,1,0.2,0.3333333333333333,0.9646511910593341,0.6181362867355347,True
37,n02395003,37,n02395003,100,0.5,3,3,1,0.3333333333333333,0.3333333333333333,0.9077241561633694,0.027054766193032265,True
51,n02691156,51,n02691156,100,0.5,4,3,1,0.25,0.3333333333333333,0.6811580178021376,0.08593801409006119,True
90,n03211117,90,n03211117,100,0.5,3,3,1,0.3333333333333333,0.3333333333333333,0.8735071832920219,0.14908857643604279,True
154,n04256520,154,n04256520,100,0.5,4,4,1,0.25,0.25,0.9332842343536668,0.5406252145767212,True
