category_id,category_name,top_k,iou_threshold,gt_count,global_topk_loc_recall,global_topk_class_recall,per_category_topk_class_recall,global_category_retention,loc_to_class_gap,ranking_gap,mean_global_loc_best_iou,mean_global_class_best_iou,mean_per_category_class_best_iou
162,n04376876,100,0.5,2,0.5,0.5,0.5,1.0,0.0,0.0,0.6250191101943818,0.4805383770021244,0.4805383770021244
164,n04392985,100,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.07976933400014705,0.07976933400014705,0.07976933400014705
173,n04540053,100,0.5,2,1.0,1.0,1.0,1.0,0.0,0.0,0.8236638374655538,0.8236638374655538,0.8236638374655538
182,n07693725,100,0.5,2,1.0,1.0,1.0,1.0,0.0,0.0,0.9670306603824375,0.9670306603824375,0.9670306603824375
9,n01770393,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.9655753657838612,0.95181539870172,0.9655753657838612
14,n01944390,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.838126738299812,0.6917458441245986,0.838126738299812
20,n02118333,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.9696808991854853,0.953570733012468,0.9696808991854853
24,n02131653,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.950300034388048,0.950300034388048,0.950300034388048
28,n02268443,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.9543023969658802,0.9543023969658802,0.9543023969658802
61,n02815834,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.923382657706721,0.923382657706721,0.923382657706721
65,n02870880,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.7936204143147252,0.7936204143147252,0.7936204143147252
84,n03128519,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.9407027716070429,0.9407027716070429,0.9407027716070429
87,n03188531,100,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3322022648424739,0.0,0.18643748316291692
88,n03196217,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.9825390018928962,0.9825390018928962,0.9825390018928962
116,n03759954,100,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06913294417610133,0.0,0.0
119,n03770439,100,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.182741103244341,0.0,0.0
122,n03797390,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.9133647439441122,0.9133647439441122,0.9133647439441122
124,n03814639,100,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.041775512933053635,0.0,0.0
165,n04409515,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.9081519643935388,0.9081519643935388,0.9081519643935388
176,n04557648,100,0.5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.8492850640332364,0.8492850640332364,0.8492850640332364
181,n07615774,100,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.10448195855650177,0.0,0.015640196292533038
