gt_category_id,gt_category_name,pred_category_id,pred_category_name,top_k,iou_threshold,gt_count,loc_matched_count,pair_count,pair_fraction_of_gt,pair_fraction_of_loc_matched,mean_iou,mean_score,is_correct_category
19,n02084071,19,n02084071,100,0.5,54,54,43,0.7962962962962963,0.7962962962962963,0.9295344488402502,0.8261503631162436,True
4,n01503061,4,n01503061,100,0.5,53,52,30,0.5660377358490566,0.5769230769230769,0.9126925038579589,0.7830690658340852,True
72,n02958343,72,n02958343,100,0.5,30,29,22,0.7333333333333333,0.7586206896551724,0.8286802473962566,0.5547201181338592,True
76,n03001627,76,n03001627,100,0.5,13,13,11,0.8461538461538461,0.8461538461538461,0.9026326087553858,0.37809544733979483,True
163,n04379243,163,n04379243,100,0.5,7,7,7,1.0,1.0,0.9161269637636061,0.5244056028979165,True
18,n02076196,18,n02076196,100,0.5,10,8,7,0.7,0.875,0.8361230313842869,0.18048952307019914,True
39,n02402425,39,n02402425,100,0.5,9,9,7,0.7777777777777778,0.7777777777777778,0.8248572771503514,0.30528390620435986,True
192,n07745940,192,n07745940,100,0.5,6,6,6,1.0,1.0,0.7490655205614525,0.24720603972673416,True
171,n04530566,171,n04530566,100,0.5,11,7,6,0.5454545454545454,0.8571428571428571,0.8890634616374635,0.4414232950657606,True
29,n02274259,29,n02274259,100,0.5,7,6,5,0.7142857142857143,0.8333333333333334,0.8531166609258662,0.39947128146886823,True
160,n04356056,160,n04356056,100,0.5,7,6,5,0.7142857142857143,0.8333333333333334,0.7064810159640569,0.3104460686445236,True
15,n01982650,15,n01982650,100,0.5,6,4,4,0.6666666666666666,1.0,0.7319439158152181,0.2208249270915985,True
17,n02062744,17,n02062744,100,0.5,4,4,4,1.0,1.0,0.742831483685357,0.42615842819213867,True
111,n03636649,111,n03636649,100,0.5,8,4,4,0.5,1.0,0.8197481868713404,0.2825337201356888,True
46,n02484322,46,n02484322,100,0.5,4,4,3,0.75,0.75,0.8677617888485071,0.5476435739547014,True
70,n02924116,70,n02924116,100,0.5,7,6,3,0.42857142857142855,0.5,0.9171836559313395,0.43531277775764465,True
83,n03124170,83,n03124170,100,0.5,8,8,3,0.375,0.375,0.810130420664485,0.5534824728965759,True
90,n03211117,90,n03211117,100,0.5,2,2,2,1.0,1.0,0.7431350261279037,0.61381596326828,True
107,n03513137,107,n03513137,100,0.5,2,2,2,1.0,1.0,0.8974496681059448,0.6576918065547943,True
167,n04468005,167,n04468005,100,0.5,2,2,2,1.0,1.0,0.9150415316944853,0.49023954942822456,True
177,n04591157,177,n04591157,100,0.5,2,2,2,1.0,1.0,0.8151979782049446,0.27794089913368225,True
118,n03764736,118,n03764736,100,0.5,4,3,2,0.5,0.6666666666666666,0.8036622737768111,0.28464728593826294,True
82,n03110669,82,n03110669,100,0.5,5,4,2,0.4,0.5,0.7761015809907743,0.2350778803229332,True
56,n02786058,56,n02786058,100,0.5,2,1,1,0.5,1.0,0.7660181218042168,0.23771637678146362,True
59,n02802426,59,n02802426,100,0.5,1,1,1,1.0,1.0,0.8838805456805963,0.8748109936714172,True
73,n02970849,73,n02970849,100,0.5,1,1,1,1.0,1.0,0.8895178600555251,0.037273962050676346,True
80,n03085013,80,n03085013,100,0.5,1,1,1,1.0,1.0,0.8085317158258537,0.8412904739379883,True
121,n03793489,121,n03793489,100,0.5,1,1,1,1.0,1.0,0.8833672309983575,0.36407333612442017,True
125,n03838899,125,n03838899,100,0.5,4,1,1,0.25,1.0,0.7920538162225954,0.13262054324150085,True
134,n03991062,134,n03991062,100,0.5,2,1,1,0.5,1.0,0.6896239621940404,0.22765891253948212,True
140,n04039381,140,n04039381,100,0.5,1,1,1,1.0,1.0,0.7077217520430487,0.2676876485347748,True
159,n04336792,159,n04336792,100,0.5,1,1,1,1.0,1.0,0.9198766587272061,0.06709863245487213,True
176,n04557648,176,n04557648,100,0.5,1,1,1,1.0,1.0,0.8826718879947879,0.29054516553878784,True
42,n02437136,42,n02437136,100,0.5,2,2,1,0.5,0.5,0.9334058595844975,0.09772033989429474,True
60,n02807133,60,n02807133,100,0.5,2,2,1,0.5,0.5,0.9729695997822407,0.5034686923027039,True
65,n02870880,65,n02870880,100,0.5,2,2,1,0.5,0.5,0.9514553172973927,0.0714949443936348,True
16,n01990800,16,n01990800,100,0.5,3,3,1,0.3333333333333333,0.3333333333333333,0.9731796277936416,0.36463215947151184,True
68,n02883205,68,n02883205,100,0.5,3,3,1,0.3333333333333333,0.3333333333333333,0.6197996061293608,0.18274718523025513,True
7,n01674464,7,n01674464,100,0.5,4,4,1,0.25,0.25,0.9773831646373422,0.03389294818043709,True
8,n01726692,8,n01726692,100,0.5,4,4,1,0.25,0.25,0.9535479014295889,0.870530903339386,True
54,n02769748,54,n02769748,100,0.5,8,4,1,0.125,0.25,0.6419677599834831,0.17885328829288483,True
62,n02828884,62,n02828884,100,0.5,4,4,1,0.25,0.25,0.9672924659411096,0.03480362892150879,True
